,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,true_label,predicted_proba,predicted_label,confidence,age_group,confidence_band
141163,0.048758356,52,0,0.696748351,4243.0,8,0,1,0,2.0,0,0.011659477651119233,0,0.9883405223488808,40-60,"(0.95, 1.0]"
19577,0.076022126,45,0,1.317682318,1000.0,11,0,2,0,3.0,0,0.028735841810703277,0,0.9712641581892967,40-60,"(0.95, 1.0]"
73085,0.007170601,43,0,1434.0,,2,0,1,0,,0,0.0036063842475414277,0,0.9963936157524586,40-60,"(0.95, 1.0]"
96304,0.88350408,44,0,0.178728509,2500.0,16,0,0,0,2.0,0,0.15483997911214828,0,0.8451600208878517,40-60,"(0.8, 0.85]"
85941,0.009876619,79,0,0.008693762,4600.0,6,0,0,0,0.0,0,0.0030543494038283827,0,0.9969456505961716,60+,"(0.95, 1.0]"
13580,0.074780108,45,0,0.492050874,3773.0,7,0,1,0,0.0,0,0.011659477651119233,0,0.9883405223488808,40-60,"(0.95, 1.0]"
48457,0.168907718,49,0,0.404399323,6500.0,7,0,2,0,0.0,0,0.012736575305461883,0,0.9872634246945381,40-60,"(0.95, 1.0]"
16208,0.0,76,0,0.580210339,6750.0,5,0,1,0,1.0,0,0.005817250907421112,0,0.9941827490925789,60+,"(0.95, 1.0]"
25967,0.036070623,41,0,0.192655259,5200.0,6,0,0,0,2.0,0,0.010760563798248768,0,0.9892394362017513,40-60,"(0.95, 1.0]"
35997,8.89e-05,43,0,0.578961786,7300.0,5,0,3,0,0.0,0,0.0263743095099926,0,0.9736256904900074,40-60,"(0.95, 1.0]"
42417,0.325412935,64,0,0.408435341,8250.0,11,0,2,0,0.0,0,0.016278811544179917,0,0.9837211884558201,60+,"(0.95, 1.0]"
10310,0.0,57,0,0.161490683,6600.0,16,0,1,0,1.0,0,0.006605959916487336,0,0.9933940400835126,40-60,"(0.95, 1.0]"
69749,0.52549758,63,0,0.287436254,6470.0,11,0,0,0,1.0,0,0.040251970291137695,0,0.9597480297088623,60+,"(0.95, 1.0]"
13241,0.0,58,0,3807.0,,9,0,3,1,0.0,0,0.12501247301697732,0,0.8749875269830227,40-60,"(0.85, 0.9]"
23328,0.0,53,0,0.128430174,9000.0,5,0,0,1,3.0,0,0.09012817144393921,0,0.9098718285560607,40-60,"(0.9, 0.95]"
48620,0.0,81,0,0.061901723,4700.0,13,0,0,0,0.0,0,0.005834797210991382,0,0.9941652027890087,60+,"(0.95, 1.0]"
113573,0.224478299,55,0,0.803284541,2800.0,7,0,1,0,1.0,0,0.015819476172327995,0,0.984180523827672,40-60,"(0.95, 1.0]"
146295,0.578100761,62,0,949.0,,21,0,0,0,,0,0.04748740270733833,0,0.9525125972926617,60+,"(0.95, 1.0]"
70607,0.291819198,36,0,1.199120352,2500.0,11,0,2,0,0.0,0,0.05650177225470543,0,0.9434982277452946,25-40,"(0.9, 0.95]"
16556,0.034063716,41,0,0.454527751,10269.0,13,0,2,0,0.0,0,0.01261828988790512,0,0.9873817101120949,40-60,"(0.95, 1.0]"
58782,0.9999999,64,0,0.0,,0,0,0,0,0.0,0,0.05938262939453125,0,0.9406173706054688,60+,"(0.9, 0.95]"
23595,0.059070752,76,0,61.0,,2,0,0,0,0.0,0,0.003947504796087742,0,0.9960524952039123,60+,"(0.95, 1.0]"
72764,0.00760982,66,0,0.330667594,8627.0,11,0,3,0,0.0,0,0.009840061329305172,0,0.9901599386706949,60+,"(0.95, 1.0]"
273,0.181713732,57,0,0.130453416,11666.0,17,0,1,0,1.0,0,0.014021245762705803,0,0.9859787542372942,40-60,"(0.95, 1.0]"
14760,0.036518564,26,0,0.183901919,1875.0,3,0,0,0,0.0,0,0.011819032393395901,0,0.9881809676066041,25-40,"(0.95, 1.0]"
132715,0.000349983,57,0,0.443592735,6000.0,5,0,1,0,2.0,0,0.008561263885349035,0,0.9914387361146509,40-60,"(0.95, 1.0]"
67516,0.326326546,38,0,0.532124468,13400.0,14,0,5,0,2.0,0,0.10722286105155945,0,0.8927771389484406,25-40,"(0.85, 0.9]"
110779,0.214060457,58,0,0.055296469,1500.0,2,0,0,0,0.0,0,0.016278811544179917,0,0.9837211884558201,40-60,"(0.95, 1.0]"
51056,0.034334193,50,0,0.257105568,6895.0,9,0,1,0,1.0,0,0.008108405862003565,0,0.9918915941379964,40-60,"(0.95, 1.0]"
71745,1.303393214,34,2,0.138023837,2600.0,5,1,0,0,1.0,1,0.5480557262897492,1,0.5480557262897492,25-40,"(0.5, 0.6]"
104838,0.636393047,42,0,0.21630574,32000.0,6,0,3,0,5.0,0,0.04103126972913742,0,0.9589687302708626,40-60,"(0.95, 1.0]"
133424,0.835529305,33,0,0.043059407,6850.0,5,0,0,0,1.0,0,0.08038375973701477,0,0.9196162402629853,25-40,"(0.9, 0.95]"
24268,0.116776759,46,0,0.213675214,12518.0,15,0,1,0,4.0,0,0.011226223409175872,0,0.9887737765908241,40-60,"(0.95, 1.0]"
97637,0.9999999,60,0,0.432345591,2800.0,8,0,1,0,0.0,0,0.057558531314134596,0,0.9424414686858654,40-60,"(0.9, 0.95]"
95332,0.097998367,34,0,0.232301416,8333.0,8,0,2,0,0.0,0,0.010898529924452305,0,0.9891014700755477,25-40,"(0.95, 1.0]"
34496,7809.0,40,0,0.294559099,2131.0,21,0,0,0,0.0,0,0.2558322578668594,0,0.7441677421331405,25-40,"(0.7, 0.8]"
47666,0.009548182,60,0,23.0,,9,0,0,0,0.0,0,0.007025006785988807,0,0.9929749932140112,40-60,"(0.95, 1.0]"
123229,0.273854096,47,0,0.010585108,41000.0,13,0,0,0,2.0,0,0.023600617423653603,0,0.9763993825763464,40-60,"(0.95, 1.0]"
30027,0.060593941,37,0,0.00359928,5000.0,1,0,0,0,1.0,0,0.013862314820289611,0,0.9861376851797103,25-40,"(0.95, 1.0]"
69565,0.005006923,41,0,0.915297815,7000.0,13,0,1,0,0.0,0,0.010319634154438973,0,0.9896803658455611,40-60,"(0.95, 1.0]"
54125,0.42205344,58,0,6.233741301,4166.0,18,0,0,0,0.0,0,0.057451002299785614,0,0.9425489977002144,40-60,"(0.9, 0.95]"
94886,0.796836719,49,1,1433.0,,7,0,0,0,2.0,0,0.168620964884758,0,0.831379035115242,40-60,"(0.8, 0.85]"
113521,1.139813582,39,2,0.480141964,5916.0,8,2,2,2,3.0,0,0.7077594637870789,1,0.7077594637870789,25-40,"(0.7, 0.8]"
18880,0.164267229,52,1,0.342965703,10000.0,45,0,1,0,1.0,0,0.05888296812772751,0,0.9411170318722725,40-60,"(0.9, 0.95]"
17893,0.017714423,77,0,0.009713361,10500.0,16,0,0,0,0.0,0,0.00683495681732893,0,0.9931650431826711,60+,"(0.95, 1.0]"
67299,0.003364521,47,2,0.515787812,6333.0,17,0,3,0,2.0,0,0.07281920984387398,0,0.927180790156126,40-60,"(0.9, 0.95]"
120419,0.00349965,43,0,0.443506277,9000.0,4,0,2,0,2.0,0,0.007213585870340466,0,0.9927864141296595,40-60,"(0.95, 1.0]"
23042,0.025955393,72,0,0.003743669,4540.0,1,0,0,0,1.0,0,0.0035834865644574164,0,0.9964165134355426,60+,"(0.95, 1.0]"
39395,0.208478871,51,0,0.125645726,6000.0,6,0,0,0,3.0,0,0.020091656222939493,0,0.9799083437770605,40-60,"(0.95, 1.0]"
119204,0.138145573,39,0,0.359728054,5000.0,11,0,0,0,2.0,1,0.027591364830732344,0,0.9724086351692677,25-40,"(0.95, 1.0]"
68388,0.9999999,32,0,0.078588613,3740.0,1,0,0,0,0.0,0,0.10272967964410781,0,0.8972703203558922,25-40,"(0.85, 0.9]"
96898,0.037266475,79,0,22.0,,3,0,0,0,0.0,0,0.0030543494038283827,0,0.9969456505961716,60+,"(0.95, 1.0]"
47215,0.006993007,23,0,0.0,0.0,2,0,0,0,0.0,0,0.003907392080873251,0,0.9960926079191268,<25,"(0.95, 1.0]"
49639,0.941700601,45,2,0.249858474,19430.0,5,0,1,0,1.0,0,0.15672135949134827,0,0.8432786405086518,40-60,"(0.8, 0.85]"
128197,0.04961491,68,0,1.194675541,600.0,3,0,1,0,0.0,0,0.003949681622907519,0,0.9960503183770925,60+,"(0.95, 1.0]"
111765,0.052251075,51,0,0.199118148,9978.0,11,0,1,0,0.0,0,0.009840061329305172,0,0.9901599386706949,40-60,"(0.95, 1.0]"
54388,0.606688477,60,1,2129.0,,5,0,1,0,0.0,0,0.051761805266141894,0,0.9482381947338581,40-60,"(0.9, 0.95]"
125295,0.9999999,32,0,0.0,4100.0,0,0,0,0,1.0,0,0.16302237361669542,0,0.8369776263833046,25-40,"(0.8, 0.85]"
43200,0.854845806,65,1,0.305525353,10116.0,6,0,0,0,0.0,0,0.09582483172416686,0,0.9041751682758331,60+,"(0.9, 0.95]"
37534,0.186193087,60,0,0.30230781,6542.0,25,0,2,0,0.0,0,0.014583545923233032,0,0.9854164540767669,40-60,"(0.95, 1.0]"
85049,0.59301258,40,0,1.338429874,3400.0,12,0,2,0,5.0,0,0.08444319516420365,0,0.9155568048357964,25-40,"(0.9, 0.95]"
35489,0.110889111,22,0,4.0,0.0,3,0,0,0,0.0,0,0.0060603086370974776,0,0.9939396913629025,<25,"(0.95, 1.0]"
52733,0.937515621,41,1,0.442691727,5958.0,8,0,1,1,0.0,0,0.30426048636436465,0,0.6957395136356354,40-60,"(0.6, 0.7]"
32063,0.921969749,72,0,1.372344856,2400.0,5,0,1,0,1.0,0,0.03526075407862663,0,0.9647392459213734,60+,"(0.95, 1.0]"
145826,0.45016042,57,0,0.576116166,21210.0,21,0,4,0,3.0,0,0.06589091941714287,0,0.9341090805828571,40-60,"(0.9, 0.95]"
49211,0.0,48,0,0.386687307,3229.0,8,0,1,0,1.0,0,0.012590073235332965,0,0.987409926764667,40-60,"(0.95, 1.0]"
26155,0.001307642,61,0,2639.0,,6,0,2,0,1.0,0,0.0036063842475414277,0,0.9963936157524586,60+,"(0.95, 1.0]"
72169,0.298614827,83,0,0.577895029,3600.0,12,0,0,0,1.0,0,0.028958441317081453,0,0.9710415586829185,60+,"(0.95, 1.0]"
115183,0.421914691,66,1,0.113031677,28000.0,15,0,2,0,0.0,0,0.04867725446820259,0,0.9513227455317974,60+,"(0.95, 1.0]"
39393,0.939553726,58,0,0.440329218,1700.0,10,0,0,0,0.0,1,0.1011814996600151,0,0.8988185003399849,40-60,"(0.85, 0.9]"
11472,0.000688162,44,0,0.268450624,10500.0,15,0,1,0,0.0,0,0.010611102171242236,0,0.9893888978287577,40-60,"(0.95, 1.0]"
38287,0.353807879,81,0,0.433478595,3900.0,19,0,1,0,0.0,0,0.02129477970302105,0,0.9787052202969789,60+,"(0.95, 1.0]"
43086,0.025488322,46,0,0.111483655,8350.0,4,0,1,0,5.0,0,0.009341221768409014,0,0.990658778231591,40-60,"(0.95, 1.0]"
99555,1.016841219,35,0,0.437340153,8601.0,8,0,2,0,0.0,0,0.11342849731445312,0,0.8865715026855469,25-40,"(0.85, 0.9]"
113088,0.9999999,51,0,0.0,2500.0,0,0,0,0,0.0,0,0.15060550719499588,0,0.8493944928050041,40-60,"(0.8, 0.85]"
3461,0.315455721,72,0,0.580209895,2000.0,8,0,1,0,0.0,0,0.016278811544179917,0,0.9837211884558201,60+,"(0.95, 1.0]"
58825,0.099312348,40,0,0.822947663,11425.0,9,0,6,0,0.0,0,0.09906740114092827,0,0.9009325988590717,25-40,"(0.9, 0.95]"
120440,0.643592929,64,0,0.328344188,15967.0,16,0,3,0,0.0,0,0.038927394151687625,0,0.9610726058483123,60+,"(0.95, 1.0]"
96451,0.109641899,102,0,0.273844353,3417.0,7,0,0,0,1.0,0,0.016941905952990055,0,0.98305809404701,60+,"(0.95, 1.0]"
11788,0.574758962,49,0,0.441914371,7333.0,5,0,2,0,1.0,0,0.04039406254887581,0,0.9596059374511242,40-60,"(0.95, 1.0]"
75078,0.9999999,41,0,13.0,,0,0,0,0,0.0,0,0.15060550719499588,0,0.8493944928050041,40-60,"(0.8, 0.85]"
116171,0.9999999,29,0,0.771761766,2400.0,4,0,1,0,2.0,0,0.09582483172416686,0,0.9041751682758331,25-40,"(0.9, 0.95]"
59734,0.093144183,60,0,980.0,,8,0,1,0,0.0,0,0.004833133378997445,0,0.9951668666210025,40-60,"(0.95, 1.0]"
111246,0.007459258,65,0,0.010291091,3400.0,5,0,0,0,0.0,0,0.005119638936594129,0,0.9948803610634058,60+,"(0.95, 1.0]"
94608,0.578115996,34,0,0.445163187,3400.0,4,0,1,0,0.0,0,0.04344939962029457,0,0.9565506003797054,25-40,"(0.95, 1.0]"
15098,0.152111993,59,0,0.165165624,6550.0,10,0,0,0,3.0,0,0.012598102353513241,0,0.9874018976464868,40-60,"(0.95, 1.0]"
49901,0.102272106,71,0,0.027521188,10500.0,14,0,0,0,0.0,0,0.009710659738630056,0,0.9902893402613699,60+,"(0.95, 1.0]"
62402,0.132760308,62,0,0.046290699,11578.0,5,0,2,0,0.0,0,0.003907392080873251,0,0.9960926079191268,60+,"(0.95, 1.0]"
9291,0.203306962,55,1,0.208436418,8083.0,9,0,1,0,0.0,0,0.03955824822187424,0,0.9604417517781257,40-60,"(0.95, 1.0]"
61607,0.800218142,48,2,0.209237344,6083.0,6,1,1,1,2.0,0,0.46011139154434205,0,0.539888608455658,40-60,"(0.5, 0.6]"
54468,0.360523979,51,0,0.251704129,17750.0,13,0,2,0,0.0,0,0.019830573722720145,0,0.9801694262772799,40-60,"(0.95, 1.0]"
78826,0.645225796,44,0,0.514658532,5900.0,4,0,2,0,1.0,0,0.04795697033405304,0,0.952043029665947,40-60,"(0.95, 1.0]"
40566,0.575809688,44,1,0.297933792,4500.0,10,0,0,0,1.0,0,0.11584410220384597,0,0.884155897796154,40-60,"(0.85, 0.9]"
70592,0.053767852,67,0,0.084878532,10084.0,8,0,0,0,0.0,0,0.006382057163864374,0,0.9936179428361356,60+,"(0.95, 1.0]"
129998,0.1216969,52,1,0.442407729,4036.0,6,0,1,1,1.0,0,0.16734281331300735,0,0.8326571866869926,40-60,"(0.8, 0.85]"
106250,0.039660565,53,0,0.141098769,3330.0,18,0,0,0,0.0,0,0.020397740602493285,0,0.9796022593975067,40-60,"(0.95, 1.0]"
115096,0.045406809,53,0,1.522938624,3225.0,13,0,3,0,2.0,0,0.05264396369457245,0,0.9473560363054275,40-60,"(0.9, 0.95]"
81275,0.08939553,45,0,0.190565448,3200.0,3,0,0,0,4.0,0,0.018081635050475598,0,0.9819183649495244,40-60,"(0.95, 1.0]"
30844,0.214822509,46,0,0.178828366,6810.0,7,0,0,0,1.0,0,0.016278811544179917,0,0.9837211884558201,40-60,"(0.95, 1.0]"
9755,0.9999999,45,0,0.368278844,3700.0,3,0,1,0,0.0,0,0.07327738478779793,0,0.9267226152122021,40-60,"(0.9, 0.95]"
116012,0.429565386,42,0,1.990006662,1500.0,9,0,2,0,2.0,0,0.06243049129843712,0,0.9375695087015629,40-60,"(0.9, 0.95]"
84783,0.044254378,68,0,0.121434872,3400.0,8,0,1,0,0.0,0,0.005119638936594129,0,0.9948803610634058,60+,"(0.95, 1.0]"
107487,1.573705179,45,1,0.24986849,1900.0,3,1,0,1,0.0,0,0.5562167644500733,1,0.5562167644500733,40-60,"(0.5, 0.6]"
59173,0.9999999,23,0,0.09050045,3336.0,1,0,0,0,0.0,0,0.07485439851880074,0,0.9251456014811993,<25,"(0.9, 0.95]"
63268,0.4222382,45,0,3727.0,,14,0,2,0,0.0,0,0.04548712074756622,0,0.9545128792524338,40-60,"(0.95, 1.0]"
16936,0.607056135,28,0,0.138981437,2100.0,2,0,0,0,0.0,0,0.055572138726711275,0,0.9444278612732887,25-40,"(0.9, 0.95]"
86055,0.002236979,74,0,0.210197451,4000.0,11,0,0,0,1.0,0,0.007173920702189207,0,0.9928260792978107,60+,"(0.95, 1.0]"
45946,0.846430714,62,0,0.020377666,7360.0,2,0,0,0,2.0,0,0.056091051548719406,0,0.9439089484512806,60+,"(0.9, 0.95]"
54059,0.092841048,44,0,0.15685621,15000.0,9,0,1,0,2.0,0,0.009840061329305172,0,0.9901599386706949,40-60,"(0.95, 1.0]"
129902,0.400688376,55,0,0.338204847,8210.0,10,0,2,0,3.0,0,0.024458758905529975,0,0.97554124109447,40-60,"(0.95, 1.0]"
11754,0.19536328,58,0,0.306902453,1752.0,6,0,1,0,0.0,0,0.011250599287450314,0,0.9887494007125497,40-60,"(0.95, 1.0]"
139876,0.01389861,29,0,0.013168396,2505.0,2,0,0,0,1.0,0,0.014004742726683617,0,0.9859952572733164,25-40,"(0.95, 1.0]"
127092,0.009277262,33,0,0.440275539,6822.0,10,0,1,0,1.0,0,0.01237705796957016,0,0.9876229420304299,25-40,"(0.95, 1.0]"
96038,0.877380156,65,0,1454.0,,10,0,0,0,0.0,0,0.03764299005270004,0,0.9623570099473,60+,"(0.95, 1.0]"
23628,0.065023143,62,0,0.117595049,15833.0,7,0,1,0,1.0,0,0.0033553572371602058,0,0.9966446427628398,60+,"(0.95, 1.0]"
111687,0.244837758,57,1,1121.0,,7,0,1,0,0.0,0,0.04175486341118813,0,0.9582451365888118,40-60,"(0.95, 1.0]"
22628,0.097826882,39,0,3418.0,,10,0,2,0,0.0,0,0.01882289070636034,0,0.9811771092936397,25-40,"(0.95, 1.0]"
91768,0.54593934,38,0,0.182436428,3381.0,8,0,0,0,1.0,0,0.054885230213403705,0,0.9451147697865963,25-40,"(0.9, 0.95]"
1984,0.0,78,0,0.6885414,3900.0,8,0,1,0,0.0,0,0.0054832497145980595,0,0.994516750285402,60+,"(0.95, 1.0]"
148417,0.061093248,64,0,0.351129774,5000.0,8,0,2,0,0.0,0,0.006705555226653814,0,0.9932944447733462,60+,"(0.95, 1.0]"
106623,0.920265781,46,2,0.053035724,57300.0,4,2,2,1,2.0,1,0.46796542406082153,0,0.5320345759391785,40-60,"(0.5, 0.6]"
140312,0.238367053,51,0,0.269394322,8700.0,14,0,0,0,0.0,0,0.02526652403175831,0,0.9747334759682417,40-60,"(0.95, 1.0]"
66600,0.131683497,49,1,0.316546763,8200.0,13,0,2,0,1.0,0,0.039336733520030975,0,0.960663266479969,40-60,"(0.95, 1.0]"
35499,0.503148564,57,0,0.345091123,1700.0,5,0,0,0,0.0,0,0.04039406254887581,0,0.9596059374511242,40-60,"(0.95, 1.0]"
64140,1.042473454,35,2,0.028994201,5000.0,5,0,0,0,2.0,1,0.39617219269275666,0,0.6038278073072434,25-40,"(0.6, 0.7]"
34683,0.766817308,66,0,0.346895075,1400.0,4,0,0,0,0.0,0,0.040251970291137695,0,0.9597480297088623,60+,"(0.95, 1.0]"
51502,0.071108477,33,0,0.148988052,4100.0,9,0,0,0,2.0,0,0.021413401141762732,0,0.9785865988582373,25-40,"(0.95, 1.0]"
57650,0.0,56,0,0.026854585,10500.0,7,0,0,0,0.0,0,0.007979004271328449,0,0.9920209957286715,40-60,"(0.95, 1.0]"
90101,0.076674867,48,0,0.347121297,5366.0,7,0,1,0,3.0,0,0.009840061329305172,0,0.9901599386706949,40-60,"(0.95, 1.0]"
34708,0.170192625,58,2,0.389317181,5447.0,12,0,1,0,0.0,0,0.07281542122364044,0,0.9271845787763595,40-60,"(0.9, 0.95]"
137464,0.0,63,0,0.251298758,11356.0,11,0,1,0,0.0,0,0.006707246042788028,0,0.993292753957212,60+,"(0.95, 1.0]"
99962,0.0,51,0,0.347563701,4473.0,11,0,1,0,0.0,0,0.012988620065152645,0,0.9870113799348473,40-60,"(0.95, 1.0]"
77268,0.100210661,48,0,0.263827235,8334.0,5,0,1,0,2.0,0,0.008256860729306936,0,0.991743139270693,40-60,"(0.95, 1.0]"
46922,0.976047904,46,1,0.049006296,8100.0,2,1,0,0,2.0,1,0.3734115421772003,0,0.6265884578227997,40-60,"(0.6, 0.7]"
36074,0.013002576,69,0,391.0,,14,0,0,0,0.0,0,0.007944237813353539,0,0.9920557621866465,60+,"(0.95, 1.0]"
134732,0.0,53,0,968.0,,11,0,2,0,0.0,0,0.013618896342813968,0,0.986381103657186,40-60,"(0.95, 1.0]"
65981,0.140704001,72,0,0.433731252,9800.0,21,0,2,0,0.0,0,0.013602171652019024,0,0.986397828347981,60+,"(0.95, 1.0]"
89983,0.038871414,83,0,0.250507661,5416.0,5,0,1,0,1.0,0,0.002545011555776,0,0.997454988444224,60+,"(0.95, 1.0]"
18415,0.980003999,40,0,0.494438265,3595.0,6,0,2,0,0.0,0,0.07679340690374374,0,0.9232065930962563,25-40,"(0.9, 0.95]"
115107,0.003673319,84,0,2.0,,2,0,0,0,,0,0.0030543494038283827,0,0.9969456505961716,60+,"(0.95, 1.0]"
83293,0.015712883,78,0,0.327844752,3400.0,3,0,1,0,0.0,0,0.0036261835601180794,0,0.9963738164398819,60+,"(0.95, 1.0]"
65827,0.493200495,27,0,0.119868277,4554.0,4,0,0,0,0.0,0,0.04180441424250603,0,0.958195585757494,25-40,"(0.95, 1.0]"
66140,0.108914462,42,0,1141.0,,8,0,0,0,0.0,0,0.009171958733350038,0,0.9908280412666499,40-60,"(0.95, 1.0]"
5322,0.9999999,37,0,0.028747604,12000.0,1,1,0,0,1.0,0,0.29105151891708375,0,0.7089484810829163,25-40,"(0.7, 0.8]"
57014,0.000351633,40,0,0.122366385,8400.0,10,0,0,0,2.0,0,0.012237722240388393,0,0.9877622777596116,25-40,"(0.95, 1.0]"
100058,0.115449941,56,0,2842.0,,21,0,2,0,0.0,0,0.01111291479319334,0,0.9888870852068067,40-60,"(0.95, 1.0]"
54578,0.487614164,69,0,0.395653405,14125.0,16,0,2,0,1.0,0,0.03292620964348316,0,0.9670737903565169,60+,"(0.95, 1.0]"
76644,0.203484167,64,0,0.339702288,4500.0,7,0,1,0,1.0,0,0.008995207585394382,0,0.9910047924146056,60+,"(0.95, 1.0]"
148263,0.045926651,63,0,0.023990404,2500.0,11,0,0,0,0.0,0,0.01653940323740244,0,0.9834605967625976,60+,"(0.95, 1.0]"
47266,0.054648451,45,0,0.34495688,8000.0,6,0,1,0,3.0,0,0.009171958733350038,0,0.9908280412666499,40-60,"(0.95, 1.0]"
114048,0.944441793,30,0,0.220017581,7962.0,13,0,0,0,0.0,0,0.08601907193660736,0,0.9139809280633926,25-40,"(0.9, 0.95]"
95007,0.242307098,61,0,0.24051539,18160.0,8,0,2,0,0.0,0,0.00683495681732893,0,0.9931650431826711,60+,"(0.95, 1.0]"
102641,0.049259124,63,0,1003.0,,6,0,1,0,0.0,0,0.0035834865644574164,0,0.9964165134355426,60+,"(0.95, 1.0]"
13545,0.116028871,64,0,0.060475162,8333.0,5,0,0,0,0.0,0,0.009171958733350038,0,0.9908280412666499,60+,"(0.95, 1.0]"
128536,0.08131978,40,2,0.30123955,6937.0,6,0,2,0,3.0,0,0.0564310185611248,0,0.9435689814388752,25-40,"(0.9, 0.95]"
2747,0.9999999,35,0,3831.0,,4,0,1,0,0.0,0,0.059727942943573,0,0.940272057056427,25-40,"(0.9, 0.95]"
26272,0.0,40,0,2594.0,,5,0,1,0,4.0,0,0.004743501963093877,0,0.9952564980369061,25-40,"(0.95, 1.0]"
115195,0.201002925,47,0,0.470451289,5583.0,13,0,1,0,2.0,0,0.018853942677378655,0,0.9811460573226214,40-60,"(0.95, 1.0]"
50483,0.011655902,78,0,0.018063028,2601.0,8,0,0,0,0.0,0,0.009211820177733898,0,0.9907881798222661,60+,"(0.95, 1.0]"
110950,0.174291208,66,0,0.26402175,9930.0,8,0,1,0,0.0,0,0.007716410141438246,0,0.9922835898585618,60+,"(0.95, 1.0]"
91606,0.97338403,35,2,0.27882899,2800.0,5,5,0,0,0.0,0,0.6420204043388367,1,0.6420204043388367,25-40,"(0.6, 0.7]"
133885,0.04541789,71,0,42.0,,6,0,0,0,,0,0.004515372635796666,0,0.9954846273642033,60+,"(0.95, 1.0]"
130524,0.12972788,47,0,0.435282141,6875.0,17,0,1,0,2.0,1,0.015350553393363952,0,0.984649446606636,40-60,"(0.95, 1.0]"
78129,0.0,50,0,0.270363951,7500.0,7,0,1,0,3.0,0,0.009840061329305172,0,0.9901599386706949,40-60,"(0.95, 1.0]"
15890,1.059117402,39,2,0.450239125,4390.0,10,0,2,0,2.0,0,0.4347146272659302,0,0.5652853727340699,25-40,"(0.5, 0.6]"
87844,0.034932039,49,0,0.016671976,9416.0,9,0,0,0,7.0,0,0.006438996735960245,0,0.9935610032640397,40-60,"(0.95, 1.0]"
99839,0.000283817,71,0,0.00075815,1318.0,8,0,0,0,0.0,0,0.005186563218012452,0,0.9948134367819875,60+,"(0.95, 1.0]"
18795,0.413256051,59,1,0.406467832,8750.0,9,0,2,0,1.0,0,0.05522264763712883,0,0.9447773523628712,40-60,"(0.9, 0.95]"
135376,0.0,52,1,0.406886338,2700.0,10,4,2,1,0.0,1,0.6013451099395752,1,0.6013451099395752,40-60,"(0.6, 0.7]"
51233,0.130557596,35,0,0.021075137,3273.0,7,0,0,0,3.0,0,0.025827252119779587,0,0.9741727478802205,25-40,"(0.95, 1.0]"
26106,0.000924235,55,0,0.287186587,6500.0,11,0,1,0,0.0,0,0.008804600778967142,0,0.9911953992210328,40-60,"(0.95, 1.0]"
21986,0.060186711,60,0,0.2000702,5697.0,10,0,1,0,0.0,0,0.0069664384238421915,0,0.9930335615761579,40-60,"(0.95, 1.0]"
143533,0.345083733,58,0,0.954176213,4800.0,18,0,2,0,2.0,0,0.05113407224416733,0,0.9488659277558327,40-60,"(0.9, 0.95]"
27785,0.04715346,70,0,0.005165806,6000.0,6,0,0,0,0.0,0,0.003907392080873251,0,0.9960926079191268,60+,"(0.95, 1.0]"
65329,0.214871405,47,1,0.318400771,4151.0,6,0,1,0,3.0,0,0.04926791936159134,0,0.9507320806384086,40-60,"(0.95, 1.0]"
38259,0.188958286,41,0,0.345700955,4500.0,5,0,2,0,1.0,0,0.018081635050475598,0,0.9819183649495244,40-60,"(0.95, 1.0]"
61734,0.596595115,40,0,0.067867616,2386.0,5,0,0,0,2.0,0,0.07018481940031052,0,0.9298151805996895,25-40,"(0.9, 0.95]"
124577,0.9999999,25,1,0.170914543,2000.0,1,0,0,1,2.0,0,0.37837653160095214,0,0.6216234683990478,<25,"(0.6, 0.7]"
105519,0.042891325,73,0,0.013594562,2500.0,4,0,0,0,1.0,0,0.004833133378997445,0,0.9951668666210025,60+,"(0.95, 1.0]"
392,0.9999999,60,0,0.0,4200.0,0,0,0,0,0.0,0,0.08754740953445435,0,0.9124525904655456,40-60,"(0.9, 0.95]"
12089,0.059998182,67,0,1426.0,,11,0,3,0,,0,0.017943707294762135,0,0.9820562927052379,60+,"(0.95, 1.0]"
149146,0.00339966,73,0,0.000356888,2801.0,2,0,0,0,1.0,0,0.0016884149983525277,0,0.9983115850016475,60+,"(0.95, 1.0]"
64852,0.781178754,52,0,0.619047619,6971.0,24,0,2,0,1.0,0,0.10951188802719117,0,0.8904881119728089,40-60,"(0.85, 0.9]"
68729,0.057501263,76,0,0.286096678,6350.0,5,0,1,0,0.0,0,0.0033553572371602058,0,0.9966446427628398,60+,"(0.95, 1.0]"
38494,0.108730932,71,0,0.020057582,10419.0,9,0,0,0,0.0,0,0.007213585870340466,0,0.9927864141296595,60+,"(0.95, 1.0]"
108391,0.701128875,54,0,1063.0,,7,0,0,0,0.0,0,0.05331555753946304,0,0.946684442460537,40-60,"(0.9, 0.95]"
42015,0.343399311,63,0,0.779131521,3200.0,12,0,1,0,0.0,0,0.038015490770339964,0,0.9619845092296601,60+,"(0.95, 1.0]"
116081,0.199065324,47,0,3572.0,,7,0,1,0,0.0,0,0.009840061329305172,0,0.9901599386706949,40-60,"(0.95, 1.0]"
